Name,ID,Image Filename
Rat's tail,300,item_300.png
Lobster pot,301,item_301.png
Lobster pot,302,item_302.png
Small fishing net,303,item_303.png
Small fishing net,304,item_304.png
Big fishing net,305,item_305.png
Big fishing net,306,item_306.png
Fishing rod,307,item_307.png
Fishing rod,308,item_308.png
Fly fishing rod,309,item_309.png
Fly fishing rod,310,item_310.png
Harpoon,311,item_311.png
Harpoon,312,item_312.png
Fishing bait,313,item_313.png
Feather,314,item_314.png
Shrimps,315,item_315.png
Shrimps,316,item_316.png
Raw shrimps,317,item_317.png
Raw shrimps,318,item_318.png
Anchovies,319,item_319.png
Anchovies,320,item_320.png
Raw anchovies,321,item_321.png
Raw anchovies,322,item_322.png
Burnt fish,323,item_323.png
Burnt fish,324,item_324.png
Sardine,325,item_325.png
Sardine,326,item_326.png
Raw sardine,327,item_327.png
Raw sardine,328,item_328.png
Salmon,329,item_329.png
Salmon,330,item_330.png
Raw salmon,331,item_331.png
Raw salmon,332,item_332.png
Trout,333,item_333.png
Trout,334,item_334.png
Raw trout,335,item_335.png
Raw trout,336,item_336.png
Giant carp,337,item_337.png
Raw giant carp,338,item_338.png
Cod,339,item_339.png
Cod,340,item_340.png
Raw cod,341,item_341.png
Raw cod,342,item_342.png
Burnt fish,343,item_343.png
Burnt fish,344,item_344.png
Raw herring,345,item_345.png
Raw herring,346,item_346.png
Herring,347,item_347.png
Herring,348,item_348.png
Raw pike,349,item_349.png
Super attack(1),150,item_150.png
Fishing potion(3),151,item_151.png
Fishing potion(3),152,item_152.png
Fishing potion(2),153,item_153.png
Fishing potion(2),154,item_154.png
Fishing potion(1),155,item_155.png
Fishing potion(1),156,item_156.png
Super strength(3),157,item_157.png
Super strength(3),158,item_158.png
Super strength(2),159,item_159.png
Super strength(2),160,item_160.png
Super strength(1),161,item_161.png
Super strength(1),162,item_162.png
Super defence(3),163,item_163.png
Super defence(3),164,item_164.png
Super defence(2),165,item_165.png
Super defence(2),166,item_166.png
Super defence(1),167,item_167.png
Super defence(1),168,item_168.png
Ranging potion(3),169,item_169.png
Ranging potion(3),170,item_170.png
Ranging potion(2),171,item_171.png
Ranging potion(2),172,item_172.png
Ranging potion(1),173,item_173.png
Ranging potion(1),174,item_174.png
Antipoison(3),175,item_175.png
